flight_id,flight_date,carrier_code,flight_number,tail_number,origin_airport,dest_airport,sched_dep_time,dep_time,dep_delay,taxi_out,sched_arr_time,arr_time,arr_delay,cancelled,cancellation_code,diverted,distance,air_time,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
10645,2024-09-23,AA,535,N119AA,IAD,DFW,05:25,05:20,-5,15,08:43,08:53,10,0,,0,1170,184,0,0,0,0,0
10646,2024-01-29,WN,481,N142WN,IAH,BOS,18:00,18:39,39,19,22:11,22:46,35,0,,0,1595,221,18,3,5,0,9
10647,2024-09-03,WN,3668,N172WN,BOS,DFW,13:45,13:55,10,21,17:55,18:12,17,0,,0,1559,225,4,6,7,0,0
10648,2024-11-11,B6,2011,N180B6,AUS,PHX,16:10,16:04,-6,24,18:52,18:55,3,0,,0,870,138,0,0,0,0,0
10649,2024-08-31,AS,747,N202AS,PDX,CLT,05:10,05:10,0,15,10:54,10:51,-3,0,,0,2277,320,0,0,0,0,0
10650,2024-03-01,AA,3816,N177AA,FLL,MSP,08:50,08:48,-2,16,12:55,12:41,-14,0,,0,1489,209,0,0,0,0,0
10651,2024-05-26,F9,1769,N216F9,PHX,DEN,12:20,13:21,61,12,14:20,15:24,64,0,,0,601,105,51,3,9,0,1
10652,2024-06-22,UA,3799,N177UA,DFW,DAL,13:10,13:10,0,22,14:17,14:18,1,0,,0,120,35,0,0,0,0,0
10653,2024-10-04,OO,5219,N173OO,MIA,DEN,20:40,20:38,-2,24,01:11,01:12,1,0,,0,1708,243,0,0,0,0,0
10654,2024-11-29,WN,1803,N210WN,EWR,BNA,12:30,12:27,-3,23,14:54,14:52,-2,0,,0,746,115,0,0,0,0,0
10655,2024-05-21,AA,1020,N150AA,LAS,AUS,09:15,09:12,-3,11,12:20,12:20,0,0,,0,1088,169,0,0,0,0,0
10656,2024-02-13,OO,1671,N148OO,JFK,DAL,22:35,22:35,0,19,02:17,02:18,1,0,,0,1381,200,0,0,0,0,0
10657,2024-05-23,F9,4154,N126F9,CLT,SFO,05:40,07:08,88,18,11:23,12:41,78,0,,0,2291,309,14,16,4,1,43
10658,2024-12-18,OO,3423,N150OO,LAX,BWI,15:30,15:27,-3,15,21:16,21:15,-1,0,,0,2324,324,0,0,0,0,0
10659,2024-11-28,OO,4978,N108OO,BNA,LAS,05:30,05:31,1,23,09:47,09:55,8,0,,0,1584,231,0,0,0,0,0
10660,2024-02-24,AA,3285,N168AA,PDX,CLT,20:45,20:45,0,24,02:31,02:37,6,0,,0,2277,321,0,0,0,0,0
10661,2024-11-02,NK,4232,N149NK,IAD,DFW,14:15,14:13,-2,19,17:38,,-7,0,,1,1170,173,0,0,0,0,0
10662,2024-12-23,WN,474,N124WN,CLT,AUS,10:40,10:37,-3,25,13:42,13:47,5,0,,0,1030,154,0,0,0,0,0
10663,2024-06-09,UA,1753,N160UA,PHL,PHX,03:10,03:04,-6,24,08:33,08:31,-2,0,,0,2071,293,0,0,0,0,0
10664,2024-10-11,DL,1551,N113DL,PDX,SLC,18:05,18:03,-2,17,20:08,20:12,4,0,,0,628,103,0,0,0,0,0
10665,2024-11-20,AS,4402,N142AS,MCO,MSP,16:15,16:40,25,25,19:54,20:17,23,0,,0,1311,182,3,1,3,0,16
10666,2024-07-16,G4,2383,N172G4,CLT,AUS,20:20,20:59,39,15,23:14,23:40,26,0,,0,1030,142,1,1,23,0,1
10667,2024-06-07,WN,1453,N157WN,JFK,MSP,20:40,20:40,0,26,23:43,23:48,5,0,,0,1026,153,0,0,0,0,0
10668,2024-03-20,AA,1937,N181AA,DTW,AUS,21:10,21:27,17,18,00:26,00:46,20,0,,0,1148,174,4,3,8,0,5
10669,2024-01-31,DL,3865,N214DL,SEA,EWR,18:45,19:25,40,15,00:44,01:08,24,0,,0,2395,323,12,0,4,0,8
10670,2024-04-21,WN,5182,N138WN,ATL,IAH,09:25,10:43,78,22,11:43,13:05,82,0,,0,688,113,26,45,5,1,5
10671,2024-02-15,UA,171,N111UA,BNA,DFW,19:40,20:13,33,26,21:49,22:35,46,0,,0,630,110,13,2,3,0,28
10672,2024-12-18,UA,4622,N121UA,TPA,IAH,06:00,05:57,-3,22,08:35,08:30,-5,0,,0,786,122,0,0,0,0,0
10673,2024-07-23,WN,3743,N113WN,MIA,AUS,07:10,07:10,0,14,10:18,10:15,-3,0,,0,1102,164,0,0,0,0,0
10674,2024-02-21,B6,4656,N186B6,BNA,LAS,05:55,06:02,7,20,10:11,10:17,6,0,,0,1584,228,0,0,0,0,0
10675,2024-05-17,WN,2493,N170WN,PHL,DAL,15:00,14:59,-1,20,18:37,18:33,-4,0,,0,1292,190,0,0,0,0,0
10676,2024-03-14,WN,2990,N122WN,LAS,MIA,06:00,06:00,0,20,11:32,11:35,3,0,,0,2171,307,0,0,0,0,0
10677,2024-02-10,UA,106,N104UA,LAX,IAH,11:00,11:02,2,17,14:44,14:55,11,0,,0,1377,208,0,0,0,0,0
10678,2024-03-17,UA,3111,N205UA,BOS,MSP,06:10,06:23,13,12,09:18,09:34,16,0,,0,1121,170,2,0,14,0,0
10679,2024-07-05,WN,1042,N188WN,MIA,IAD,21:30,21:30,0,19,00:16,00:26,10,0,,0,924,149,0,0,0,0,0
10680,2024-02-21,DL,5994,N177DL,MSP,AUS,10:30,10:24,-6,23,13:32,13:32,0,0,,0,1043,158,0,0,0,0,0
10681,2024-03-27,AS,4872,N162AS,LAX,EWR,09:20,09:17,-3,21,15:23,15:23,0,0,,0,2449,341,0,0,0,0,0
10682,2024-04-18,AA,2168,N103AA,BNA,DFW,07:15,07:17,2,24,09:29,09:37,8,0,,0,630,107,0,0,0,0,0
10683,2024-08-12,UA,2791,N123UA,LAX,EWR,12:55,12:55,0,29,19:05,19:18,13,0,,0,2449,346,0,0,0,0,0
10684,2024-09-04,WN,1772,N125WN,MDW,DTW,06:10,06:10,0,26,07:31,07:33,2,0,,0,228,49,0,0,0,0,0
10685,2024-03-09,AA,1913,N108AA,PDX,PHX,04:25,04:24,-1,18,07:26,07:24,-2,0,,0,1010,155,0,0,0,0,0
10686,2024-04-29,WN,3658,N216WN,DEN,SLC,16:00,16:36,36,18,17:35,18:13,38,0,,0,390,73,6,0,5,0,27
10687,2024-03-07,DL,5233,N149DL,DFW,DTW,20:55,20:53,-2,26,23:51,23:55,4,0,,0,986,151,0,0,0,0,0
10688,2024-03-01,WN,2553,N136WN,FLL,LAX,17:10,17:10,0,23,23:04,22:59,-5,0,,0,2338,319,0,0,0,0,0
10689,2024-11-22,AS,3991,N126AS,LAX,IAH,21:30,21:37,7,26,01:22,01:31,9,0,,0,1377,201,0,0,0,0,0
10690,2024-07-09,AS,5896,N129AS,PHL,BOS,19:00,18:57,-3,18,20:23,20:17,-6,0,,0,280,52,0,0,0,0,0
10691,2024-07-07,B6,3649,N137B6,PHL,DEN,06:55,07:37,42,21,11:07,11:48,41,0,,0,1554,219,16,6,10,0,9
10692,2024-05-30,UA,289,N184UA,LAS,LAX,19:20,19:13,-7,14,20:36,20:31,-5,0,,0,236,53,0,0,0,0,0
10693,2024-10-12,G4,3753,N167G4,MDW,ORD,09:40,09:40,0,18,10:39,10:45,6,0,,0,120,40,0,0,0,0,0
10694,2024-04-05,AA,3142,N108AA,PHL,IAD,20:00,19:56,-4,17,21:05,21:06,1,0,,0,134,42,0,0,0,0,0
10695,2024-11-07,UA,5641,N158UA,LAX,SAN,18:10,18:22,12,26,19:19,19:37,18,0,,0,120,38,5,6,6,0,1
10696,2024-11-04,OO,4129,N107OO,SEA,SAN,08:50,08:46,-4,16,11:54,11:50,-4,0,,0,1052,154,0,0,0,0,0
10697,2024-09-19,NK,2747,N147NK,SFO,BWI,13:00,12:58,-2,22,19:08,19:13,5,0,,0,2451,344,0,0,0,0,0
10698,2024-04-06,B6,2861,N166B6,SFO,SLC,18:10,18:13,3,22,20:17,20:29,12,0,,0,598,108,0,0,0,0,0
10699,2024-04-22,AS,103,N101AS,BWI,PHL,06:45,06:44,-1,21,07:54,07:58,4,0,,0,120,40,0,0,0,0,0
10700,2024-05-04,DL,141,N121DL,FLL,PDX,07:35,07:35,0,18,14:11,14:17,6,0,,0,2690,374,0,0,0,0,0
10701,2024-05-11,OO,2814,N141OO,PHL,BWI,12:05,12:29,24,21,13:12,13:35,23,0,,0,120,36,16,4,2,0,1
10702,2024-04-30,AA,456,N210AA,BOS,SLC,06:35,06:34,-1,26,11:58,12:01,3,0,,0,2100,298,0,0,0,0,0
10703,2024-07-15,DL,1522,N216DL,DEN,PHX,14:20,14:20,0,23,16:31,16:34,3,0,,0,601,102,0,0,0,0,0
10704,2024-10-20,DL,2230,N152DL,PHL,MSP,12:15,12:43,28,25,15:13,15:34,21,0,,0,978,139,9,1,1,0,10
10705,2024-05-01,UA,2326,N150UA,EWR,ORD,16:25,16:53,28,20,18:45,19:19,34,0,,0,717,121,1,10,8,0,15
10706,2024-10-08,WN,1760,N120WN,IAH,DTW,18:15,18:32,17,24,21:20,21:45,25,0,,0,1075,161,18,2,1,0,4
10707,2024-09-16,UA,5159,N114UA,BWI,MSP,19:35,19:30,-5,14,22:18,22:11,-7,0,,0,934,141,0,0,0,0,0
10708,2024-02-08,NK,5852,N116NK,IAH,LAX,09:35,09:36,1,23,13:22,13:31,9,0,,0,1377,205,0,0,0,0,0
10709,2024-02-23,AA,2394,N168AA,IAD,DEN,12:30,12:25,-5,12,16:28,16:18,-10,0,,0,1449,210,0,0,0,0,0
10710,2024-06-09,DL,3494,N153DL,BWI,ATL,10:00,09:58,-2,17,11:58,11:56,-2,0,,0,576,96,0,0,0,0,0
10711,2024-10-15,AA,2598,N161AA,DFW,ORD,11:00,11:40,40,12,13:24,13:58,34,0,,0,802,120,15,3,3,0,13
10712,2024-07-18,DL,5420,N195DL,SAN,CLT,07:50,07:40,-10,10,13:01,12:51,-10,0,,0,2072,295,0,0,0,0,0
10713,2024-10-02,F9,3034,N108F9,BWI,JFK,11:05,11:22,17,13,12:11,12:27,16,0,,0,184,47,4,1,6,0,5
10714,2024-01-16,DL,5314,N149DL,MCO,EWR,10:00,10:00,0,27,12:48,13:02,14,0,,0,938,149,0,0,0,0,0
10715,2024-06-21,UA,4304,N215UA,DAL,ATL,14:45,14:38,-7,24,17:08,17:01,-7,0,,0,720,115,0,0,0,0,0
10716,2024-09-04,UA,1079,N210UA,MIA,SLC,09:35,09:35,0,15,14:49,14:58,9,0,,0,2086,298,0,0,0,0,0
10717,2024-08-05,AA,4025,N126AA,ATL,MCO,10:00,10:00,0,21,11:41,11:45,4,0,,0,404,74,0,0,0,0,0
10718,2024-03-27,OO,257,N116OO,MCO,DEN,14:50,15:34,44,29,19:03,19:45,42,0,,0,1545,212,7,3,4,0,28
10719,2024-03-22,B6,932,N211B6,BOS,DTW,18:20,18:56,36,22,20:30,21:10,40,0,,0,631,108,9,1,1,0,29
10720,2024-03-02,DL,3177,N126DL,BWI,MSP,16:10,16:08,-2,26,19:06,19:10,4,0,,0,934,146,0,0,0,0,0
10721,2024-10-13,UA,5400,N139UA,LAX,PHL,11:55,11:51,-4,18,17:54,17:55,1,0,,0,2396,335,0,0,0,0,0
10722,2024-02-11,DL,2671,N155DL,CLT,PHX,11:10,11:07,-3,23,15:48,15:50,2,0,,0,1769,253,0,0,0,0,0
10723,2024-01-12,WN,3100,N204WN,SAN,IAH,18:50,18:46,-4,12,22:22,22:13,-9,0,,0,1301,192,0,0,0,0,0
10724,2024-11-16,UA,3293,N190UA,BWI,EWR,06:20,06:16,-4,22,07:32,07:27,-5,0,,0,168,41,0,0,0,0,0
10725,2024-08-21,NK,2131,N185NK,DAL,DFW,22:05,22:01,-4,18,23:06,23:04,-2,0,,0,120,39,0,0,0,0,0
10726,2024-11-24,AS,5997,N160AS,IAD,BOS,02:55,02:52,-3,21,04:35,04:31,-4,0,,0,412,74,0,0,0,0,0
10727,2024-05-10,NK,376,N120NK,LAX,IAD,09:00,09:44,44,21,14:46,15:17,31,0,,0,2283,307,24,3,0,0,4
10728,2024-04-24,HA,5051,N139HA,FLL,BOS,07:35,07:29,-6,20,11:03,11:05,2,0,,0,1239,189,0,0,0,0,0
10729,2024-08-05,AA,5417,N175AA,SFO,EWR,06:30,06:24,-6,13,12:49,12:40,-9,0,,0,2559,356,0,0,0,0,0
10730,2024-05-16,WN,5127,N125WN,SFO,MIA,11:20,12:10,50,28,17:46,18:33,47,0,,0,2581,347,16,12,3,0,16
10731,2024-04-15,DL,4346,N164DL,MSP,PDX,13:15,13:11,-4,11,17:05,16:58,-7,0,,0,1422,206,0,0,0,0,0
10732,2024-06-27,AA,119,N191AA,DFW,MCO,13:50,13:51,1,18,16:43,16:47,4,0,,0,983,152,0,0,0,0,0
10733,2024-01-16,AA,4855,N187AA,MSP,LAS,15:20,15:19,-1,16,18:53,18:55,2,0,,0,1297,189,0,0,0,0,0
10734,2024-08-29,AA,3265,N158AA,EWR,MDW,14:00,14:00,0,29,16:22,16:29,7,0,,0,709,111,0,0,0,0,0
10735,2024-11-29,NK,5997,N135NK,IAH,SAN,04:20,04:20,0,24,07:58,08:06,8,0,,0,1301,192,0,0,0,0,0
10736,2024-08-13,AA,5386,N125AA,MCO,SAN,14:20,14:20,0,16,19:44,19:45,1,0,,0,2145,302,0,0,0,0,0
10737,2024-08-29,B6,4654,N100B6,SEA,JFK,20:00,20:16,16,24,02:01,02:22,21,0,,0,2415,338,5,10,4,0,2
10738,2024-05-20,DL,4989,N118DL,MIA,LAS,11:20,11:15,-5,11,16:52,16:46,-6,0,,0,2171,306,0,0,0,0,0
10739,2024-07-17,WN,980,N157WN,EWR,MCO,11:35,11:52,17,21,14:21,14:42,21,0,,0,938,140,6,2,9,0,4
10740,2024-04-21,AA,5447,N108AA,FLL,BOS,21:45,21:43,-2,23,01:16,01:21,5,0,,0,1239,184,0,0,0,0,0
10741,2024-05-06,B6,2141,N205B6,FLL,DEN,17:25,17:22,-3,17,21:49,21:46,-3,0,,0,1702,239,0,0,0,0,0
10742,2024-01-21,MQ,2231,N151MQ,SEA,DEN,06:10,06:04,-6,20,09:07,09:07,0,0,,0,1022,156,0,0,0,0,0
10743,2024-05-26,WN,648,N177WN,MCO,CLT,20:05,20:02,-3,20,21:56,21:49,-7,0,,0,469,78,0,0,0,0,0
10744,2024-03-29,WN,1293,N203WN,DFW,BOS,12:35,12:33,-2,13,16:40,16:40,0,0,,0,1559,225,0,0,0,0,0
10745,2024-10-29,OO,577,N131OO,MIA,BWI,05:10,05:10,0,17,07:58,07:57,-1,0,,0,948,143,0,0,0,0,0
10746,2024-07-21,UA,4081,N167UA,MSP,SLC,16:10,16:11,1,21,19:08,19:11,3,0,,0,989,153,0,0,0,0,0
10747,2024-03-25,UA,3323,N142UA,IAH,MIA,14:05,14:02,-3,13,16:55,16:52,-3,0,,0,963,147,0,0,0,0,0
10748,2024-06-15,AS,1803,N216AS,MSP,CLT,13:45,13:39,-6,21,16:35,16:30,-5,0,,0,930,142,0,0,0,0,0
10749,2024-03-12,UA,2568,N172UA,MDW,JFK,11:00,10:56,-4,24,13:22,13:27,5,0,,0,730,119,0,0,0,0,0
10750,2024-10-24,B6,1124,N212B6,PDX,ATL,13:30,13:21,-9,20,19:01,19:04,3,0,,0,2168,309,0,0,0,0,0
10751,2024-01-09,UA,5691,N162UA,MSP,LAX,08:40,08:33,-7,20,12:42,12:39,-3,0,,0,1533,221,0,0,0,0,0
10752,2024-10-07,AS,1243,N158AS,DTW,JFK,17:05,17:04,-1,22,19:03,19:06,3,0,,0,508,89,0,0,0,0,0
10753,2024-09-14,B6,1013,N159B6,DTW,DEN,13:05,12:58,-7,23,16:21,16:15,-6,0,,0,1120,168,0,0,0,0,0
10754,2024-10-01,WN,5224,N173WN,SFO,LAS,16:40,16:56,16,13,18:19,18:38,19,0,,0,413,73,11,1,7,0,0
10755,2024-08-25,AA,340,N105AA,ORD,MIA,06:35,06:32,-3,11,09:56,09:48,-8,0,,0,1199,178,0,0,0,0,0
10756,2024-01-20,UA,2782,N194UA,SEA,AUS,17:05,17:05,0,22,21:48,21:49,1,0,,0,1769,253,0,0,0,0,0
10757,2024-08-20,OO,988,N111OO,PDX,DAL,22:15,22:14,-1,14,02:28,02:26,-2,0,,0,1624,234,0,0,0,0,0
10758,2024-08-08,DL,1803,N136DL,DTW,SFO,13:35,13:47,12,23,18:56,19:11,15,0,,0,2074,293,10,1,1,0,3
10759,2024-11-21,AS,3732,N182AS,DEN,ATL,07:10,07:10,0,22,10:27,10:40,13,0,,0,1197,182,0,0,0,0,0
10760,2024-01-17,NK,185,N212NK,BOS,PHL,12:00,11:57,-3,21,13:24,13:28,4,0,,0,280,59,0,0,0,0,0
10761,2024-03-29,AS,5782,N217AS,MCO,FLL,18:00,18:12,12,19,19:08,19:17,9,0,,0,178,41,0,0,0,0,0
10762,2024-07-14,DL,537,N158DL,SLC,BOS,09:55,09:57,2,18,15:13,15:16,3,0,,0,2100,296,0,0,0,0,0
10763,2024-12-15,DL,4080,N144DL,DAL,ATL,13:20,13:47,27,23,15:45,16:14,29,0,,0,720,116,23,0,5,0,1
10764,2024-03-24,UA,3407,N189UA,PHL,JFK,17:35,17:34,-1,23,18:34,18:35,1,0,,0,120,35,0,0,0,0,0
10765,2024-03-27,AA,787,N207AA,BOS,DTW,19:40,19:38,-2,13,21:42,21:38,-4,0,,0,631,102,0,0,0,0,0
10766,2024-11-02,UA,5602,N191UA,BNA,SAN,09:20,09:14,-6,18,13:53,13:56,3,0,,0,1748,257,0,0,0,0,0
10767,2024-12-03,AA,1949,N201AA,JFK,SLC,18:50,19:54,64,21,23:53,00:50,57,0,,0,1984,272,27,1,15,0,14
10768,2024-06-02,NK,290,N138NK,TPA,PHL,09:55,09:54,-1,13,12:39,12:30,-9,0,,0,921,138,0,0,0,0,0
10769,2024-08-15,G4,556,N150G4,TPA,JFK,04:55,04:55,0,18,07:55,07:45,-10,0,,0,1006,147,0,0,0,0,0
10770,2024-09-20,DL,4038,N178DL,ATL,IAH,20:20,21:57,97,13,22:34,00:13,99,0,,0,688,114,6,4,9,0,80
10771,2024-08-10,NK,715,N205NK,MIA,IAD,18:25,18:59,34,12,21:07,21:33,26,0,,0,924,137,2,3,0,3,18
10772,2024-04-30,AS,2153,N203AS,FLL,DAL,04:05,04:06,1,12,07:10,07:18,8,0,,0,1107,173,0,0,0,0,0
10773,2024-06-21,UA,3522,N208UA,EWR,SLC,09:45,09:43,-2,25,14:47,14:52,5,0,,0,1963,281,0,0,0,0,0
10774,2024-01-04,DL,403,N122DL,AUS,MDW,17:55,18:01,6,17,20:45,20:48,3,0,,0,972,146,0,0,0,0,0
10775,2024-12-07,WN,5979,N153WN,PHL,MCO,18:55,19:04,9,26,21:36,21:48,12,0,,0,863,135,0,0,0,0,0
10776,2024-05-07,AA,1526,N131AA,DEN,PDX,01:30,01:29,-1,20,04:27,04:20,-7,0,,0,989,145,0,0,0,0,0
10777,2024-04-19,WN,517,N122WN,BNA,DTW,08:00,08:24,24,23,09:51,10:19,28,0,,0,457,81,9,3,15,0,1
10778,2024-12-20,AA,2820,N215AA,ORD,IAD,07:10,07:08,-2,13,09:12,09:13,1,0,,0,587,101,0,0,0,0,0
10779,2024-02-06,HA,3999,N155HA,SLC,LAX,12:30,12:28,-2,12,14:32,14:22,-10,0,,0,590,95,0,0,0,0,0
10780,2024-03-11,AA,4344,N158AA,ORD,PDX,06:00,06:00,0,22,10:34,10:40,6,0,,0,1735,246,0,0,0,0,0
10781,2024-10-15,AS,5412,N149AS,DAL,PHL,15:40,15:38,-2,17,19:21,19:14,-7,0,,0,1292,192,0,0,0,0,0
10782,2024-01-31,UA,3410,N216UA,FLL,DAL,20:05,20:05,0,17,23:19,23:16,-3,0,,0,1107,165,0,0,0,0,0
10783,2024-09-24,OO,4586,N184OO,SAN,MSP,10:15,10:37,22,21,14:21,14:36,15,0,,0,1531,215,5,2,5,0,3
10784,2024-01-11,AA,2149,N123AA,TPA,JFK,06:20,06:17,-3,27,09:21,09:32,11,0,,0,1006,157,0,0,0,0,0
10785,2024-12-09,OO,5749,N189OO,BWI,MDW,18:20,18:16,-4,16,20:30,20:22,-8,0,,0,609,103,0,0,0,0,0
10786,2024-11-23,B6,5328,N172B6,SAN,AUS,06:05,06:03,-2,17,09:18,09:18,0,0,,0,1162,169,0,0,0,0,0
10787,2024-02-01,AS,2773,N112AS,TPA,PHL,17:40,17:38,-2,15,20:26,20:23,-3,0,,0,921,140,0,0,0,0,0
10788,2024-02-26,F9,966,N150F9,LAS,DTW,19:35,19:33,-2,8,00:12,23:58,-14,0,,0,1745,249,0,0,0,0,0
10789,2024-06-14,WN,2671,N189WN,TPA,DEN,15:00,15:00,0,20,19:04,19:02,-2,0,,0,1505,218,0,0,0,0,0
10790,2024-07-06,DL,1637,N105DL,EWR,CLT,12:45,12:44,-1,22,14:38,14:48,10,0,,0,528,95,0,0,0,0,0
10791,2024-12-07,AS,3605,N130AS,CLT,PHL,12:30,12:31,1,14,14:11,14:09,-2,0,,0,448,79,0,0,0,0,0
10792,2024-01-19,UA,4136,N213UA,DTW,PDX,07:40,07:33,-7,21,12:44,12:45,1,0,,0,1948,282,0,0,0,0,0
10793,2024-04-25,WN,4922,N211WN,DFW,DTW,12:55,12:54,-1,23,15:49,15:54,5,0,,0,986,149,0,0,0,0,0
10794,2024-07-02,UA,5445,N120UA,FLL,TPA,05:45,05:46,1,24,07:02,07:13,11,0,,0,197,52,0,0,0,0,0
10795,2024-09-26,DL,5843,N135DL,DTW,ATL,02:25,02:21,-4,22,04:34,04:32,-2,0,,0,595,98,0,0,0,0,0
10796,2024-02-02,UA,2691,N212UA,MSP,BWI,21:05,21:06,1,24,23:55,00:03,8,0,,0,934,144,0,0,0,0,0
10797,2024-01-10,DL,5723,N180DL,PHX,ORD,18:15,18:11,-4,20,22:11,22:16,5,0,,0,1437,215,0,0,0,0,0
10798,2024-03-20,DL,2060,N168DL,IAH,BNA,11:15,11:13,-2,15,13:27,13:34,7,0,,0,656,115,0,0,0,0,0
10799,2024-07-10,WN,4364,N137WN,SAN,ATL,17:55,17:52,-3,11,22:41,22:30,-11,0,,0,1888,263,0,0,0,0,0
10800,2024-11-15,AA,4327,N185AA,ATL,DAL,14:20,14:15,-5,15,16:39,16:38,-1,0,,0,720,116,0,0,0,0,0
10801,2024-07-08,WN,1529,N217WN,PHL,BOS,10:50,10:59,9,26,12:17,12:30,13,0,,0,280,58,0,0,0,0,0
10802,2024-03-08,AA,5252,N108AA,CLT,SEA,10:35,11:03,28,13,16:16,16:41,25,0,,0,2274,317,6,6,12,0,1
10803,2024-12-13,NK,223,N189NK,BWI,FLL,09:35,09:31,-4,20,12:24,12:20,-4,0,,0,928,144,0,0,0,0,0
10804,2024-05-04,DL,3950,N192DL,ATL,DTW,04:25,04:22,-3,19,06:25,06:31,6,0,,0,595,103,0,0,0,0,0
10805,2024-12-01,UA,4562,N192UA,SEA,BWI,13:40,13:42,2,21,19:30,19:32,2,0,,0,2329,326,0,0,0,0,0
10806,2024-02-28,UA,3623,N215UA,MDW,MIA,11:45,11:55,10,22,15:07,15:29,22,0,,0,1184,182,16,4,0,0,2
10807,2024-04-06,WN,4968,N127WN,DFW,LAX,05:20,05:19,-1,17,08:43,08:56,13,0,,0,1232,193,0,0,0,0,0
10808,2024-10-01,UA,4364,N216UA,PDX,LAS,06:25,06:23,-2,20,08:57,08:57,0,0,,0,763,125,0,0,0,0,0
10809,2024-05-28,WN,4659,N163WN,IAD,SFO,08:50,08:45,-5,24,14:59,14:58,-1,0,,0,2413,337,0,0,0,0,0
10810,2024-10-04,B6,2930,N152B6,BWI,BOS,10:10,10:10,0,20,11:44,11:45,1,0,,0,369,68,0,0,0,0,0
10811,2024-09-21,DL,1108,N197DL,SFO,LAS,16:15,16:16,1,19,17:51,17:59,8,0,,0,413,74,0,0,0,0,0
10812,2024-01-09,DL,4423,N170DL,MSP,ORD,16:30,16:23,-7,20,17:59,17:57,-2,0,,0,334,67,0,0,0,0,0
10813,2024-10-09,AS,3335,N115AS,MDW,SEA,17:45,18:55,70,22,22:18,23:20,62,0,,0,1729,238,16,2,33,0,11
10814,2024-09-29,G4,4910,N147G4,IAD,LAS,09:05,09:10,5,21,14:27,14:34,7,0,,0,2061,291,0,0,0,0,0
10815,2024-10-27,UA,5132,N109UA,SLC,DAL,15:30,15:29,-1,14,18:23,18:30,7,0,,0,998,155,0,0,0,0,0
10816,2024-01-08,WN,750,N196WN,LAX,AUS,09:10,10:03,53,24,12:46,13:36,50,0,,0,1239,176,8,5,23,5,9
10817,2024-07-26,AA,5884,N113AA,PHX,DTW,09:25,09:23,-2,24,13:53,13:52,-1,0,,0,1667,237,0,0,0,0,0
10818,2024-05-04,HA,3605,N164HA,AUS,SAN,22:25,23:06,41,21,01:46,02:17,31,0,,0,1162,166,2,19,0,0,10
10819,2024-05-02,B6,3190,N198B6,SEA,AUS,05:25,05:52,27,20,10:07,10:33,26,0,,0,1769,249,9,4,10,0,3
10820,2024-02-02,WN,5130,N199WN,SEA,ATL,12:15,12:16,1,13,17:43,17:40,-3,0,,0,2178,304,0,0,0,0,0
10821,2024-01-01,AA,2094,N141AA,PHX,SAN,06:00,06:02,2,19,07:28,07:22,-6,0,,0,304,58,0,0,0,0,0
10822,2024-07-22,UA,791,N152UA,TPA,FLL,11:35,11:43,8,20,12:52,13:02,10,0,,0,197,49,0,0,0,0,0
10823,2024-01-06,AA,2015,N157AA,ORD,TPA,06:25,06:27,2,17,09:23,09:28,5,0,,0,1013,153,0,0,0,0,0
10824,2024-10-23,UA,4584,N121UA,DAL,LAX,13:25,13:28,3,15,16:52,17:03,11,0,,0,1244,191,0,0,0,0,0
10825,2024-01-05,DL,2840,N132DL,BNA,DEN,12:30,12:27,-3,13,15:29,15:19,-10,0,,0,1011,150,0,0,0,0,0
10826,2024-03-20,DL,4385,N126DL,LAS,IAD,16:50,16:50,0,22,22:09,22:10,1,0,,0,2061,289,0,0,0,0,0
10827,2024-09-30,AA,1901,N164AA,IAH,DAL,18:15,18:26,11,20,19:31,19:49,18,0,,0,217,57,9,8,1,0,0
10828,2024-06-25,OO,1619,N105OO,LAX,DAL,15:30,15:22,-8,23,18:59,18:52,-7,0,,0,1244,181,0,0,0,0,0
10829,2024-12-03,UA,4925,N159UA,PHX,JFK,11:05,11:55,50,20,16:31,17:22,51,0,,0,2149,299,18,3,28,0,2
10830,2024-11-16,UA,685,N103UA,PHL,BWI,10:40,10:39,-1,20,11:43,11:48,5,0,,0,120,40,0,0,0,0,0
10831,2024-12-04,WN,2496,N109WN,DEN,MSP,07:40,07:37,-3,13,09:49,09:45,-4,0,,0,679,110,0,0,0,0,0
10832,2024-05-15,UA,5399,N181UA,DFW,ORD,11:15,11:10,-5,19,13:42,13:36,-6,0,,0,802,123,0,0,0,0,0
10833,2024-01-25,DL,5438,N188DL,MDW,BWI,13:35,13:30,-5,17,15:44,15:43,-1,0,,0,609,107,0,0,0,0,0
10834,2024-11-20,AA,3287,N186AA,SFO,TPA,19:15,19:21,6,21,01:12,01:23,11,0,,0,2389,334,0,0,0,0,0
10835,2024-07-01,DL,4004,N195DL,MSP,DAL,20:25,20:34,9,17,23:07,23:10,3,0,,0,854,130,0,0,0,0,0
10836,2024-06-16,DL,4669,N159DL,BWI,PHL,18:20,18:17,-3,18,19:24,19:21,-3,0,,0,120,39,0,0,0,0,0
10837,2024-12-03,DL,715,N148DL,CLT,MDW,08:40,08:40,0,22,10:43,10:52,9,0,,0,584,100,0,0,0,0,0
10838,2024-06-26,OO,1141,N143OO,IAD,JFK,05:50,05:47,-3,23,07:10,07:04,-6,0,,0,227,50,0,0,0,0,0
